2026-02-19 07:40:53 - src.config - INFO - Production configuration loaded successfully.
2026-02-19 07:40:53 - src.database.db_manager - INFO - Initializing connection pool on 127.0.0.1:5433...
2026-02-19 07:40:53 - src.database.db_manager - INFO - PostgreSQL connection pool established.
2026-02-19 07:40:53 - src.database.db_manager - INFO - Database schema verified/created.
2026-02-19 07:40:59 - src.config - INFO - Production configuration loaded successfully.
2026-02-19 07:40:59 - src.database.db_manager - INFO - Initializing connection pool on 127.0.0.1:5433...
2026-02-19 07:40:59 - src.database.db_manager - INFO - PostgreSQL connection pool established.
2026-02-19 07:40:59 - src.database.db_manager - INFO - Database schema verified/created.
2026-02-19 07:41:03 - src.producer.simulator - INFO - Kafka Producer initialized for topic: customer_heartbeats
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 83 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 64 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 81 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 94 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 109 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 96 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 94 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 94 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 98 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 75 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 93 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 105 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 85 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 80 BPM
2026-02-19 07:41:46 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 66 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 91 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 60 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 76 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 68 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 90 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 63 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 90 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 106 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 82 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 98 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 84 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 87 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 110 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 64 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 71 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 96 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 73 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 74 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 72 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 112 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 86 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 74 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 68 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 136 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 99 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 83 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 81 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 176 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 62 BPM
2026-02-19 07:41:47 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 76 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 89 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 99 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 92 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 96 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 75 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 73 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 79 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 113 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 67 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 61 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 77 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 76 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 121 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 90 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 93 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 87 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 62 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 123 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 83 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 77 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 72 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 72 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 63 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 155 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 71 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 71 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 130 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 154 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 75 BPM
2026-02-19 07:41:48 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 63 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 68 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 122 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 131 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 116 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 87 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 73 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 63 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 81 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 60 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 75 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 71 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 100 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 98 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 66 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 100 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 126 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 76 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 97 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 62 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 97 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 104 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 69 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 77 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 68 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 91 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 98 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 123 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 93 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 109 BPM
2026-02-19 07:41:49 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 71 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 97 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 70 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 82 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 66 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 97 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 88 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 72 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 69 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 65 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 98 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 90 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 69 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 84 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 77 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 97 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 177 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 79 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 75 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 78 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 67 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 73 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 71 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 87 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 97 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 94 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 91 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 67 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 96 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 61 BPM
2026-02-19 07:41:50 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 126 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 73 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 78 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 88 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 77 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 78 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 90 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 123 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 135 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 85 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 72 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 83 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 77 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 84 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 85 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 87 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 86 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 144 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 67 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 72 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 92 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 105 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 67 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 87 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 62 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 88 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 127 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 130 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 92 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 65 BPM
2026-02-19 07:41:51 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 95 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-9602: 99 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-6697: 89 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-3736: 92 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-2816: 79 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-9590: 92 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-1023: 75 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-4917: 85 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-7463: 88 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-9845: 82 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-1320: 64 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-8552: 119 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-3223: 84 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-7279: 60 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-9963: 82 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Published heartbeat for CUST-3280: 64 BPM
2026-02-19 07:41:52 - src.producer.simulator - INFO - Simulator received shutdown signal.
2026-02-19 07:41:52 - src.producer.simulator - INFO - Kafka Producer connection closed.
2026-02-19 07:41:52 - src.database.db_manager - INFO - Database connection pool closed.
2026-02-19 07:41:52 - __main__ - INFO - System resources cleaned up. Goodbye!
